Student_ID,Gender,Branch,CGPA,SSC_Marks,HSC_Marks,Internships,Projects,Certifications,Backlogs,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Extracurricular_Score,Leadership_Score,Placement_Training,Workshops_Attended,Mock_Interview_Score,LinkedIn_GitHub_Activity,Employability_Score,Placed,Package_LPA
STU02890,Male,IT,7.48,79.72,82.92,1,3,2,0,88.92,7.39,8.38,4.96,4.93,6.95,3.95,Yes,2,3.46,7.0,66.82,1,10.48
STU02891,Male,CIVIL,7.35,96.68,78.62,3,2,1,0,66.71,7.29,7.58,4.01,4.3,4.55,5.53,No,2,3.17,5.66,44.57,0,0.0
STU02892,Male,CSE,7.15,86.11,73.48,3,5,2,1,76.85,6.85,5.26,2.84,4.89,7.22,5.02,Yes,1,5.97,4.78,67.71,1,10.52
STU02893,Male,MECH,6.75,78.53,46.61,3,6,0,1,73.72,4.27,3.84,3.91,4.27,2.7,2.76,No,0,3.43,4.88,36.73,0,0.0
STU02894,Female,CSE,6.04,62.03,65.93,1,2,1,0,79.25,4.47,3.11,5.17,5.34,3.79,2.15,Yes,4,6.86,8.47,59.43,1,9.74
STU02895,Female,CSE,7.24,65.58,83.49,1,4,2,0,54.81,5.68,6.91,6.09,6.28,9.97,8.22,No,2,3.62,8.44,57.51,1,9.94
STU02896,Male,ECE,8.22,67.41,75.6,0,2,3,0,68.25,4.02,3.33,6.62,6.54,6.99,5.51,No,1,6.56,8.69,51.12,0,0.0
STU02897,Male,CSE,4.16,82.43,90.43,2,6,2,0,65.34,4.08,2.54,4.54,3.98,5.95,3.57,No,1,4.54,5.12,57.61,1,9.79
STU02898,Female,ECE,7.81,86.48,79.0,1,3,1,0,90.77,6.1,5.92,4.75,5.51,6.26,6.16,Yes,3,7.3,4.83,57.85,0,0.0
STU02899,Male,CSE,6.51,70.25,80.35,1,2,3,0,50.11,6.34,6.53,4.32,5.16,2.55,7.12,Yes,2,6.56,8.26,51.3,0,0.0
STU02900,Female,ECE,8.62,76.11,62.61,0,3,0,0,75.36,5.99,8.73,7.83,7.42,5.87,7.31,Yes,1,3.09,3.74,53.17,1,7.8
STU02901,Female,MECH,7.03,76.56,68.52,3,0,1,2,63.36,5.91,6.69,10.0,7.85,1.75,3.03,No,1,3.8,4.9,37.17,0,0.0
STU02902,Female,ECE,6.35,74.86,78.04,2,4,3,2,39.23,4.51,2.34,7.0,6.05,5.06,5.19,Yes,1,6.04,4.09,46.2,0,0.0
STU02903,Male,CSE,6.31,83.32,69.27,3,4,1,0,57.94,5.31,3.97,7.65,6.46,9.45,3.93,Yes,2,6.38,6.17,68.88,1,10.32
STU02904,Male,EEE,7.94,70.34,89.93,0,2,1,0,82.32,4.92,4.35,7.61,8.09,7.22,7.75,Yes,1,4.51,3.34,50.05,0,0.0
STU02905,Male,MECH,4.89,86.04,97.71,3,2,1,2,74.98,4.53,4.84,5.84,6.28,6.65,3.84,Yes,1,5.48,4.15,33.81,0,0.0
STU02906,Female,CSE,6.19,66.41,81.46,0,1,0,1,35.98,4.75,2.48,6.03,5.42,5.02,4.55,Yes,2,6.41,4.21,36.39,0,0.0
STU02907,Female,EEE,7.0,89.83,76.1,1,2,3,0,54.8,6.37,7.01,6.48,4.41,2.89,8.89,Yes,0,6.09,0.0,48.49,0,0.0
STU02908,Male,EEE,5.35,78.36,52.32,1,3,3,0,52.3,5.42,6.49,4.73,5.63,9.49,6.6,Yes,3,5.88,8.69,46.29,0,0.0
STU02909,Female,CSE,7.05,75.28,56.9,1,3,0,1,76.37,4.43,4.57,8.08,6.16,4.42,1.96,No,1,7.0,6.94,48.66,1,8.92
STU02910,Male,ECE,8.08,96.57,64.25,0,4,5,0,54.6,6.49,5.78,5.91,7.54,2.67,5.74,No,1,9.63,3.26,48.92,0,0.0
STU02911,Male,CSE,6.76,79.69,65.11,0,4,0,0,70.62,3.9,4.27,7.41,5.5,10.0,3.91,No,0,5.87,3.77,49.02,0,0.0
STU02912,Male,ECE,8.87,91.41,74.55,0,4,3,3,62.22,7.23,7.43,1.38,3.21,4.02,4.68,Yes,4,6.06,4.74,32.17,0,0.0
STU02913,Male,MECH,7.82,62.55,56.47,1,6,0,0,53.06,6.1,5.77,6.15,5.84,2.53,1.72,Yes,2,5.07,7.74,44.0,0,0.0
STU02914,Male,IT,8.17,76.85,65.94,4,1,4,3,44.12,1.77,3.65,6.23,5.82,3.75,5.2,Yes,2,5.21,4.28,48.02,0,0.0
STU02915,Female,ECE,8.14,84.6,59.37,2,1,2,1,87.19,6.3,5.63,6.5,7.39,5.07,4.35,Yes,2,5.65,3.33,53.18,0,0.0
STU02916,Female,IT,6.22,75.98,70.98,2,6,2,2,61.6,7.82,7.37,6.11,5.85,8.51,5.74,Yes,1,5.62,6.61,63.27,1,10.19
STU02917,Male,IT,6.96,54.65,93.29,3,1,2,1,58.11,7.76,8.84,3.73,4.23,6.68,3.92,Yes,2,4.23,10.0,64.92,1,9.61
STU02918,Male,ECE,7.1,89.74,87.91,0,2,0,4,62.01,4.91,4.38,6.67,6.85,8.15,6.13,No,1,5.77,6.79,22.7,0,0.0
STU02919,Male,MECH,6.72,83.89,88.19,0,4,1,0,59.93,3.07,3.76,3.42,4.32,8.59,6.9,Yes,2,5.35,5.02,32.68,0,0.0
STU02920,Male,IT,6.97,90.28,85.35,0,1,2,3,93.8,6.79,5.7,6.5,5.5,4.36,8.04,No,2,6.06,4.83,32.79,0,0.0
STU02921,Male,EEE,7.62,78.93,71.72,2,3,0,1,35.16,5.22,5.82,8.16,7.5,1.39,8.83,No,2,7.0,4.59,39.68,0,0.0
STU02922,Female,ECE,6.71,92.74,98.2,1,4,2,1,41.22,6.47,6.61,6.95,6.72,6.9,3.48,No,0,6.09,4.64,44.74,0,0.0
STU02923,Female,CSE,6.78,81.98,74.13,4,1,0,2,85.68,4.81,2.26,8.43,7.25,5.71,3.27,Yes,1,6.53,4.54,51.68,0,0.0
STU02924,Male,EEE,5.33,64.24,93.13,2,3,1,2,73.34,8.36,6.61,6.39,7.02,4.75,2.11,No,4,9.19,0.85,40.38,0,0.0
STU02925,Male,IT,5.9,72.09,69.38,2,2,1,0,38.69,4.12,2.89,6.08,6.33,2.52,5.66,Yes,1,8.02,7.34,50.48,0,0.0
STU02926,Female,CSE,7.65,84.31,74.0,3,1,3,0,82.27,5.43,4.81,6.13,5.86,5.14,8.64,No,2,4.11,1.68,62.32,1,10.39
STU02927,Female,IT,6.59,73.18,62.96,2,6,3,0,61.74,4.0,3.29,5.07,5.74,10.0,5.45,Yes,2,5.99,8.07,60.9,1,9.33
STU02928,Male,EEE,6.73,94.3,76.13,2,1,0,3,88.56,7.57,5.91,5.16,4.93,5.63,6.26,No,1,7.51,9.25,39.59,0,0.0
STU02929,Female,CSE,6.9,100.0,56.0,0,4,4,0,67.58,6.36,7.81,6.23,6.73,6.3,4.36,No,1,6.62,7.29,64.9,1,9.73
STU02930,Male,CSE,8.92,81.97,82.92,3,3,4,1,86.64,5.55,7.58,4.47,6.44,8.98,5.95,No,1,7.41,3.36,73.38,1,10.73
STU02931,Male,EEE,8.3,74.07,89.28,1,3,3,2,54.52,5.15,7.38,7.71,6.49,8.8,5.24,No,2,6.72,4.06,39.04,0,0.0
STU02932,Female,CSE,6.22,74.27,72.18,1,4,1,0,54.54,5.98,6.32,6.19,5.68,10.0,6.57,No,1,4.32,3.99,55.31,0,0.0
STU02933,Male,IT,6.98,91.95,87.93,1,1,5,0,69.06,9.38,9.2,6.42,6.36,3.63,3.22,Yes,0,6.3,5.39,66.44,1,11.48
STU02934,Female,ECE,7.92,87.69,76.78,3,4,0,1,63.32,9.95,8.94,8.13,7.85,7.41,5.52,No,0,6.64,10.0,65.16,1,9.15
STU02935,Male,MECH,6.01,88.66,76.52,0,2,2,1,58.37,9.49,9.34,7.2,7.3,6.87,4.3,No,1,4.43,10.0,36.55,0,0.0
STU02936,Male,EEE,8.86,63.17,68.52,0,1,3,2,63.12,4.91,4.91,4.29,4.24,4.23,2.1,No,4,5.99,2.74,30.68,0,0.0
STU02937,Male,ECE,7.66,87.15,64.26,1,4,0,0,26.72,6.26,7.51,3.63,4.5,9.14,6.81,No,0,6.83,5.94,46.67,1,6.92
STU02938,Female,CSE,7.5,70.71,88.13,1,2,5,3,62.63,5.97,5.32,5.35,5.07,3.67,5.82,Yes,2,6.85,5.61,49.53,0,0.0
STU02939,Female,IT,7.27,70.35,88.76,1,3,2,0,73.26,6.39,5.51,5.06,5.02,5.05,9.37,No,0,6.98,8.3,55.6,0,0.0
STU02940,Male,CSE,6.7,81.57,65.56,0,1,3,1,64.96,3.5,3.31,7.35,5.84,4.63,6.2,Yes,1,4.9,4.51,49.85,0,0.0
STU02941,Male,CIVIL,9.79,64.09,61.81,2,3,2,0,86.87,5.38,7.21,7.5,7.11,4.96,5.2,No,3,4.69,4.0,44.54,0,0.0
STU02942,Male,EEE,7.39,77.74,72.34,0,2,3,1,72.71,4.75,3.85,5.01,4.03,7.58,5.79,No,0,7.09,4.88,38.36,0,0.0
STU02943,Female,CSE,7.67,86.57,65.15,3,1,1,0,76.1,8.21,7.62,5.87,5.29,3.93,6.53,Yes,4,4.59,6.73,67.32,1,9.99
STU02944,Male,CSE,10.0,68.9,73.59,3,4,2,0,29.63,1.82,1.15,6.82,7.5,5.8,4.27,Yes,2,5.51,7.27,56.78,1,9.32
STU02945,Female,CSE,6.53,83.61,88.39,0,3,3,0,54.22,10.0,8.3,5.98,6.21,5.84,3.77,No,1,7.72,6.53,61.2,1,9.27
STU02946,Male,CSE,8.21,68.75,96.44,3,2,4,0,46.73,6.95,6.57,6.52,5.98,9.71,4.75,No,0,2.7,5.3,64.12,1,9.02
STU02947,Male,CSE,6.6,73.99,67.07,4,5,0,1,52.77,6.28,4.43,2.54,5.27,7.34,5.81,Yes,0,6.05,4.56,69.21,0,0.0
STU02948,Female,CSE,10.0,83.94,80.32,0,5,1,0,98.99,5.41,8.02,6.04,8.23,4.33,0.0,Yes,4,2.47,6.36,72.53,1,10.95
STU02949,Male,IT,7.88,72.35,68.05,4,3,4,0,64.16,3.75,6.47,3.8,4.59,3.59,5.12,No,1,5.97,8.0,63.78,1,10.77
STU02950,Male,IT,7.73,76.63,81.26,0,3,0,1,66.29,7.26,8.22,5.88,5.7,8.17,6.61,Yes,1,8.77,6.89,56.23,1,8.59
STU02951,Male,EEE,7.34,88.67,80.06,2,1,0,0,53.89,5.17,6.23,10.0,8.09,7.08,6.16,Yes,1,6.29,2.13,42.68,0,0.0
STU02952,Female,EEE,7.67,60.35,73.44,2,3,2,0,52.96,4.17,4.42,6.77,7.82,0.16,6.17,Yes,0,4.07,5.65,47.55,0,0.0
STU02953,Female,CSE,6.74,79.09,86.97,0,4,2,2,44.8,6.74,7.4,6.07,5.39,5.71,0.58,No,0,3.14,4.68,49.98,0,0.0
STU02954,Male,ECE,8.87,85.98,77.96,1,4,2,0,67.5,5.24,4.91,7.56,7.52,2.08,3.3,Yes,2,5.88,3.73,59.28,0,0.0
STU02955,Male,MECH,8.46,76.0,59.68,2,2,3,0,47.94,2.2,3.33,4.85,5.74,6.36,6.39,No,0,6.1,9.4,40.88,0,0.0
STU02956,Female,MECH,9.67,79.91,77.96,3,3,2,0,53.0,7.17,7.2,5.27,6.79,8.1,7.61,No,2,7.86,4.61,58.29,1,7.53
STU02957,Female,MECH,7.83,70.25,85.61,2,3,1,2,37.7,6.39,5.16,4.95,4.7,4.22,8.2,No,0,3.76,4.02,28.41,0,0.0
STU02958,Male,CSE,4.98,92.01,85.11,1,2,1,0,58.91,3.75,3.12,4.58,4.77,1.14,8.14,Yes,2,7.05,3.92,44.42,0,0.0
STU02959,Female,CSE,5.88,84.36,95.53,1,1,1,1,64.8,4.87,6.51,4.19,5.04,3.2,1.77,No,1,2.08,5.04,42.19,0,0.0
STU02960,Male,IT,7.36,69.9,81.69,2,1,0,0,94.73,4.6,3.78,5.56,5.3,6.91,5.11,No,0,6.25,4.95,57.4,1,9.42
STU02961,Male,ECE,7.97,70.55,73.28,3,3,0,0,52.87,5.42,4.73,7.08,5.89,3.58,5.84,Yes,0,7.04,0.78,50.11,0,0.0
STU02962,Male,IT,5.62,95.72,93.12,1,2,5,1,50.15,6.93,6.13,5.19,4.7,2.49,3.89,No,3,7.53,4.35,48.65,0,0.0
STU02963,Male,CSE,7.81,90.02,78.29,0,1,2,1,40.57,8.19,7.33,4.04,5.48,4.49,5.64,Yes,3,7.31,1.64,48.04,1,8.93
STU02964,Male,CIVIL,8.11,90.23,77.25,2,3,2,0,98.98,7.29,6.06,4.58,5.05,4.82,5.75,Yes,2,3.69,6.01,49.63,0,0.0
STU02965,Male,CSE,6.81,85.1,93.6,2,2,2,2,73.43,8.88,9.05,6.87,6.01,5.24,6.54,Yes,0,5.18,3.84,65.02,1,10.2
STU02966,Male,ECE,8.64,86.41,79.48,2,3,1,2,79.22,6.29,7.23,4.08,4.9,6.83,4.72,Yes,3,6.46,7.04,47.19,0,0.0
STU02967,Female,ECE,7.02,88.25,87.73,0,3,1,0,57.95,5.47,4.45,6.05,5.39,1.29,3.56,No,0,4.64,7.45,39.46,0,0.0
STU02968,Male,MECH,6.27,82.35,65.37,1,5,3,2,54.73,5.36,5.18,7.36,8.06,3.76,7.13,No,1,5.02,3.96,35.23,0,0.0
STU02969,Male,CSE,7.73,69.69,62.89,2,2,1,0,100.0,5.84,4.23,5.53,5.13,8.25,1.61,Yes,4,6.72,5.66,63.83,0,0.0
STU02970,Male,EEE,6.37,81.27,82.76,0,0,2,1,48.38,5.05,5.22,5.23,6.21,7.04,7.84,Yes,1,7.83,5.25,28.45,0,0.0
STU02971,Female,IT,7.66,48.92,79.7,0,3,1,0,79.97,3.82,5.72,6.99,7.65,4.86,3.32,Yes,0,4.61,7.81,58.22,1,9.6
STU02972,Female,CSE,9.23,59.46,74.73,1,4,0,3,78.79,6.28,7.24,5.92,5.01,1.73,3.57,Yes,0,8.86,6.28,51.65,1,8.72
STU02973,Female,IT,6.14,67.21,68.92,1,4,1,0,32.33,3.83,4.27,3.39,4.55,6.76,3.71,No,0,3.46,4.36,44.08,0,0.0
STU02974,Male,CSE,6.54,66.44,85.02,3,1,1,2,45.12,6.31,4.08,7.02,6.26,5.89,4.9,No,2,7.02,5.22,46.82,0,0.0
STU02975,Male,CSE,7.12,83.01,76.24,0,5,0,1,84.61,6.65,7.08,4.09,5.67,10.0,6.2,No,0,1.85,4.02,49.22,0,0.0
STU02976,Male,EEE,6.88,87.56,75.37,0,2,1,1,40.96,10.0,9.76,9.73,7.58,8.24,5.59,Yes,1,4.24,2.7,48.08,0,0.0
STU02977,Female,IT,9.6,63.07,73.04,1,2,0,0,35.95,7.51,9.07,7.07,5.03,6.25,5.73,No,0,4.59,3.11,52.69,0,0.0
STU02978,Female,MECH,8.12,80.65,81.51,1,2,4,0,78.98,8.68,8.49,7.01,7.56,2.89,4.69,Yes,1,3.18,3.52,55.54,1,8.18
STU02979,Female,ECE,6.13,79.29,64.5,2,3,4,0,54.71,5.89,8.39,5.57,6.22,4.64,5.62,Yes,0,6.75,6.31,57.88,1,8.35
STU02980,Male,ECE,8.51,93.84,80.49,1,5,4,1,52.18,8.75,8.3,6.72,6.22,8.74,1.97,Yes,0,3.2,5.13,56.7,0,0.0
STU02981,Male,EEE,8.48,80.07,84.56,3,2,4,1,63.5,8.78,8.64,7.3,7.5,6.4,6.12,No,2,6.44,3.6,52.2,1,7.65
STU02982,Female,IT,6.4,82.27,65.72,1,3,4,1,45.93,4.54,5.88,7.28,9.4,5.87,9.17,Yes,0,7.54,3.79,53.11,1,10.13
STU02983,Female,MECH,7.48,80.14,76.56,0,4,1,0,88.88,6.77,5.44,5.09,4.47,7.55,6.46,Yes,3,2.33,3.08,40.58,0,0.0
STU02984,Female,MECH,5.71,82.67,84.76,0,3,1,0,44.69,7.02,7.1,4.69,5.93,5.05,3.37,Yes,2,6.24,2.84,38.88,0,0.0
STU02985,Female,ECE,6.48,63.85,79.52,4,1,1,1,54.75,4.27,4.35,6.5,6.79,5.28,0.78,Yes,1,10.0,4.71,42.08,0,0.0
STU02986,Female,EEE,6.85,77.38,71.56,4,0,3,0,71.36,7.76,7.57,6.81,5.37,1.68,4.05,No,1,3.41,5.19,50.59,1,7.56
STU02987,Female,MECH,5.54,70.86,62.28,1,4,5,0,64.98,6.05,6.59,4.57,5.19,3.37,5.16,No,2,6.41,4.39,42.24,0,0.0
STU02988,Female,EEE,8.93,82.5,83.97,1,4,1,0,45.76,5.05,3.66,5.72,7.08,4.11,3.72,Yes,1,6.97,4.5,49.57,0,0.0
STU02989,Female,ECE,7.53,84.22,63.72,0,4,4,0,45.7,5.87,4.4,4.52,4.82,9.09,5.07,No,2,10.0,2.48,46.89,0,0.0
STU02990,Female,CSE,7.13,84.31,74.15,3,2,2,0,56.74,8.75,10.0,8.71,6.66,9.19,4.68,No,3,6.24,5.03,69.39,1,10.54
STU02991,Male,MECH,7.8,80.34,80.71,0,4,2,0,34.67,8.54,8.53,8.02,6.74,4.47,3.69,Yes,0,4.21,0.0,45.78,0,0.0
STU02992,Male,MECH,6.13,76.63,79.3,1,2,1,2,44.24,4.18,3.77,7.29,4.9,10.0,5.14,Yes,1,3.94,5.4,25.74,0,0.0
STU02993,Female,ECE,6.01,100.0,87.99,2,1,3,1,49.65,6.92,6.12,5.34,6.17,2.55,8.29,Yes,3,4.52,7.21,50.81,0,0.0
STU02994,Female,CSE,10.0,82.03,82.23,0,5,5,2,42.01,2.89,2.41,7.33,6.87,4.88,7.71,No,0,9.33,6.67,54.77,1,9.47
STU02995,Male,CSE,6.66,83.45,68.96,0,2,1,2,75.76,6.69,6.93,5.55,6.17,4.56,5.34,Yes,2,7.49,5.86,48.01,1,9.41
STU02996,Male,ECE,8.41,85.7,96.46,2,5,1,0,62.34,5.39,5.87,5.04,6.1,7.49,8.82,No,1,9.76,6.01,58.23,1,8.2
STU02997,Male,CSE,4.6,74.12,69.0,2,6,0,0,40.42,4.84,4.39,5.69,6.05,7.05,2.78,No,2,3.93,3.22,46.46,0,0.0
STU02998,Male,CSE,9.5,82.53,78.0,2,5,4,2,61.15,5.12,3.15,5.12,5.29,6.55,7.05,No,1,3.34,3.03,53.72,1,8.67
STU02999,Male,CSE,8.31,84.9,86.33,2,2,3,1,34.88,5.57,5.44,7.25,5.54,5.93,10.0,Yes,1,6.24,2.93,57.66,1,10.04
STU03000,Male,MECH,6.4,79.61,71.47,1,5,2,0,93.97,9.94,10.0,6.73,6.92,6.77,6.46,Yes,2,3.16,6.6,58.31,0,0.0
STU03001,Female,EEE,6.6,72.9,67.6,1,0,2,0,30.92,4.5,4.72,4.64,4.98,5.22,9.67,Yes,1,3.15,2.56,33.37,0,0.0
STU03002,Male,IT,6.86,76.72,94.64,1,4,2,3,68.08,2.46,0.0,7.48,6.68,7.78,1.56,No,0,6.08,6.06,35.71,0,0.0
STU03003,Female,CSE,6.03,70.35,64.25,3,3,1,2,58.98,7.32,6.69,4.65,4.81,4.16,5.07,Yes,1,5.45,2.86,57.8,0,0.0
STU03004,Male,CSE,4.02,67.16,86.87,1,1,1,0,73.47,4.56,5.46,5.89,5.07,2.37,6.83,Yes,1,7.24,6.67,44.76,0,0.0
STU03005,Male,EEE,5.86,65.67,73.3,2,4,4,1,67.85,5.39,6.55,5.39,5.57,1.86,3.95,No,1,5.64,3.99,45.43,0,0.0
STU03006,Male,CSE,5.49,80.34,74.7,1,1,1,0,42.33,4.74,6.07,7.17,6.29,7.87,4.52,No,0,5.81,8.09,41.45,0,0.0
STU03007,Male,IT,7.95,69.43,73.51,3,1,3,3,54.59,4.3,5.41,7.89,7.09,3.3,5.27,Yes,2,4.4,6.51,53.2,0,0.0
STU03008,Female,CIVIL,7.47,86.44,94.33,0,1,0,2,59.81,3.83,3.94,3.45,5.68,8.32,3.1,Yes,0,3.56,7.02,17.22,0,0.0
STU03009,Female,CSE,6.19,90.18,69.22,1,2,3,0,67.94,4.87,3.66,4.33,4.7,8.5,4.68,Yes,1,7.2,2.83,55.98,0,0.0
STU03010,Male,IT,8.31,87.63,59.17,1,0,5,0,82.35,7.41,6.9,7.99,8.06,6.24,2.65,Yes,2,4.84,2.84,70.24,1,10.46
STU03011,Male,EEE,6.53,64.5,68.28,3,6,2,0,58.69,3.24,2.59,4.63,6.4,2.18,6.82,Yes,1,4.87,4.58,53.4,1,7.42
STU03012,Male,MECH,8.5,88.29,74.25,3,4,0,0,59.47,6.31,6.38,7.7,7.95,6.08,6.48,No,1,7.02,8.23,45.18,1,7.41
STU03013,Male,CSE,7.63,95.84,81.64,0,0,0,3,55.04,3.59,3.04,5.35,7.9,7.54,2.64,Yes,1,8.04,1.9,34.94,0,0.0
STU03014,Female,IT,7.46,72.77,89.17,3,4,2,0,79.23,6.88,7.51,8.96,7.93,8.12,6.75,No,2,4.49,0.0,75.06,1,11.39
STU03015,Male,CSE,8.86,80.07,69.67,1,0,1,2,74.61,3.62,5.68,2.6,3.45,10.0,5.22,Yes,0,4.31,5.67,44.84,0,0.0
STU03016,Female,ECE,7.67,97.32,64.99,2,2,0,1,39.36,6.95,6.35,6.5,6.63,4.16,1.0,Yes,3,4.38,5.57,49.07,1,6.11
STU03017,Male,CIVIL,7.01,59.81,77.11,1,2,5,1,61.91,4.17,2.96,6.4,5.53,5.06,8.91,No,1,3.26,3.23,31.4,1,5.16
STU03018,Male,IT,6.43,73.59,82.1,0,5,2,0,99.45,5.38,5.68,10.0,6.88,4.18,7.81,No,2,4.72,7.23,65.03,1,10.27
STU03019,Male,ECE,7.83,85.01,78.67,3,1,3,3,73.12,6.78,8.2,4.98,5.76,8.18,3.28,No,0,7.99,4.69,46.99,0,0.0
STU03020,Male,IT,7.6,75.24,66.9,1,2,1,4,32.88,7.11,5.68,7.98,7.78,6.36,4.1,No,0,5.76,8.25,40.22,0,0.0
STU03021,Male,ECE,10.0,89.16,69.51,3,2,3,0,71.79,7.66,8.43,9.72,8.66,7.75,7.48,No,3,4.28,3.47,71.93,0,0.0
STU03022,Male,CSE,7.87,89.62,75.63,4,2,0,0,60.32,7.89,7.67,8.14,7.19,4.3,4.16,No,1,0.4,10.0,64.3,1,10.63
STU03023,Male,CSE,6.23,85.72,70.25,2,4,1,0,63.45,5.21,4.14,8.72,5.93,6.01,8.0,No,0,4.05,5.06,62.93,1,10.34
STU03024,Female,CSE,7.1,83.72,72.24,0,4,1,1,55.84,4.02,3.15,5.97,6.02,4.97,6.12,Yes,1,9.74,8.17,43.12,0,0.0
STU03025,Male,ECE,7.71,70.57,82.09,0,6,0,0,73.53,5.56,4.55,6.48,5.84,5.86,3.66,Yes,0,7.78,1.83,57.3,0,0.0
STU03026,Male,CSE,8.04,83.77,57.79,0,3,3,1,68.56,7.99,9.76,6.27,7.62,4.88,2.84,Yes,3,3.72,4.0,64.3,1,11.28
STU03027,Male,CSE,6.81,77.22,71.59,3,4,3,3,46.88,1.4,0.08,5.38,5.91,5.9,6.66,Yes,0,2.54,8.51,54.87,1,9.28
STU03028,Female,ECE,7.09,70.98,52.16,1,5,3,0,55.59,5.73,3.57,6.43,6.02,4.52,5.15,No,1,8.31,5.37,56.76,1,9.65
STU03029,Female,ECE,5.7,82.04,61.74,2,5,2,0,57.63,5.36,5.31,8.05,7.39,3.2,6.09,Yes,1,5.42,6.86,55.02,1,8.1
STU03030,Female,ECE,9.3,67.17,79.13,0,3,4,0,62.79,4.24,4.23,6.0,6.39,3.5,7.58,No,0,6.39,5.1,49.57,0,0.0
STU03031,Male,CSE,6.69,70.53,80.69,4,3,2,0,84.54,9.19,10.0,4.34,4.82,10.0,5.92,No,2,3.49,6.66,73.89,1,11.9
STU03032,Male,ECE,6.73,78.23,71.31,1,2,2,0,86.03,8.8,7.52,4.35,6.68,4.73,3.83,Yes,1,8.31,8.32,49.87,0,0.0
STU03033,Female,CIVIL,6.82,82.01,61.75,0,1,3,2,50.66,5.76,6.7,2.15,4.31,7.17,2.98,No,1,6.67,3.8,25.84,0,0.0
STU03034,Male,CSE,7.76,87.05,72.0,2,3,2,0,64.6,5.48,5.86,5.36,4.37,6.96,8.72,No,0,7.54,6.05,64.83,1,9.81
STU03035,Female,IT,7.75,78.51,79.73,0,2,2,0,82.68,5.92,4.28,8.55,5.91,2.09,4.3,No,0,2.03,5.75,58.05,1,8.84
STU03036,Female,IT,6.17,100.0,76.47,3,5,1,0,56.57,6.09,7.46,4.3,4.96,9.43,1.63,No,1,5.57,8.03,56.51,1,9.13
STU03037,Male,CSE,8.19,98.32,91.95,0,4,2,0,65.11,6.58,4.84,6.12,6.55,7.49,6.38,Yes,0,4.85,3.05,61.33,1,10.2
STU03038,Female,CSE,5.95,81.71,100.0,3,0,0,0,84.78,6.31,5.62,6.9,5.28,4.52,8.02,No,2,7.55,4.27,52.34,1,9.04
STU03039,Male,ECE,7.82,67.82,83.78,1,2,3,1,87.03,4.68,5.61,6.76,6.29,6.78,3.9,No,0,5.98,0.0,44.56,0,0.0
STU03040,Female,ECE,6.46,84.95,74.46,2,5,2,0,84.19,6.64,9.53,8.4,7.15,5.99,5.05,Yes,0,8.06,6.65,68.44,1,9.43
STU03041,Female,CSE,8.82,85.08,79.05,0,5,1,0,51.7,5.04,5.66,7.3,4.55,3.89,1.5,No,0,4.6,5.43,63.01,0,0.0
STU03042,Female,CIVIL,6.63,94.86,82.1,0,0,2,0,41.88,6.6,7.64,8.2,7.58,6.18,4.76,Yes,3,7.91,6.63,41.54,0,0.0
STU03043,Male,MECH,7.57,74.02,76.34,0,3,1,3,69.06,6.57,4.25,2.0,3.64,8.21,10.0,No,2,2.22,3.66,30.96,0,0.0
STU03044,Female,CIVIL,7.2,76.38,84.33,1,0,3,0,37.89,6.53,7.99,9.66,7.69,7.38,0.83,Yes,0,2.87,5.74,40.53,0,0.0
STU03045,Male,ECE,8.97,75.14,92.2,2,1,1,0,45.59,8.13,7.22,5.09,5.79,3.93,8.1,No,0,9.02,3.06,50.99,0,0.0
STU03046,Female,CIVIL,9.43,85.7,75.09,3,3,0,3,66.39,6.61,5.84,6.79,6.21,4.63,4.28,Yes,1,6.5,6.55,34.87,0,0.0
STU03047,Female,ECE,5.48,87.71,74.25,0,5,1,2,80.47,6.32,7.23,4.48,5.58,6.67,9.08,Yes,0,6.76,6.75,40.89,0,0.0
STU03048,Female,CSE,8.1,86.97,95.16,1,0,2,0,54.69,5.42,4.47,6.33,6.24,6.03,6.01,No,0,4.99,4.0,53.53,1,8.06
STU03049,Female,MECH,5.52,82.41,76.99,1,1,3,0,70.31,5.84,5.12,4.52,5.96,7.66,9.23,Yes,1,5.27,3.4,38.26,0,0.0
STU03050,Female,MECH,7.72,92.29,78.14,1,3,2,1,81.78,7.18,8.26,6.67,6.64,5.92,6.84,No,2,7.08,7.23,42.54,0,0.0
STU03051,Male,CSE,8.27,68.66,72.02,0,0,2,0,42.81,4.62,4.44,8.57,7.63,5.2,3.48,Yes,3,9.41,4.35,54.84,0,0.0
STU03052,Male,MECH,8.17,91.11,88.76,2,2,1,3,49.18,5.66,6.55,5.55,6.0,4.37,6.99,Yes,2,3.95,3.48,30.72,0,0.0
STU03053,Female,MECH,8.11,72.93,73.01,2,2,2,0,65.0,2.98,4.3,6.57,5.86,5.71,5.58,Yes,0,8.0,8.6,47.71,0,0.0
STU03054,Male,EEE,7.48,69.45,67.64,2,4,1,0,55.62,7.91,7.48,5.66,6.9,2.37,3.65,No,4,0.99,0.0,50.22,0,0.0
STU03055,Male,IT,6.7,57.79,73.96,2,3,3,0,65.54,6.53,8.95,3.22,3.74,4.87,8.53,Yes,1,6.59,7.08,60.99,0,0.0
